date,city,country,temp_high_c,temp_low_c,precipitation_mm,humidity_pct,condition
2022-05-28,New York,USA,20.4,8.9,0.1,96.0,Partly Cloudy
2022-05-28,London,UK,18.2,8.4,0.1,67.5,Partly Cloudy
2022-05-28,Tokyo,Japan,16.7,10.9,5.4,66.7,Heavy Rain
2022-05-28,Sydney,Australia,11.8,7.1,0.1,42.4,Partly Cloudy
2022-05-28,Cairo,Egypt,28.1,21.7,0.2,42.7,Hazy
2022-05-29,New York,USA,18.6,9.0,0.4,92.9,Light Rain
2022-05-29,London,UK,16.4,9.3,0.1,71.9,Sunny
2022-05-29,Tokyo,Japan,22.1,11.7,0.0,69.4,Cloudy
2022-05-29,Sydney,Australia,9.1,3.4,0.2,86.0,Cloudy
2022-05-29,Cairo,Egypt,34.8,19.4,0.5,54.4,Sunny
2022-05-30,New York,USA,21.4,4.4,0.9,51.3,Clear
2022-05-30,London,UK,18.0,7.2,4.1,54.3,Sunny
2022-05-30,Tokyo,Japan,20.3,10.8,0.0,47.6,Clear
2022-05-30,Sydney,Australia,13.4,9.0,0.2,37.1,Light Rain
2022-05-30,Cairo,Egypt,35.4,22.5,0.2,47.9,Hazy
2022-05-31,New York,USA,20.7,8.9,0.5,20,Clear
2022-05-31,London,UK,15.1,6.4,0.3,97.4,Clear
2022-05-31,Tokyo,Japan,21.3,14.1,0.0,56.7,Partly Cloudy
2022-05-31,Sydney,Australia,9.9,6.2,0.0,43.0,Cloudy
2022-05-31,Cairo,Egypt,27.5,23.2,0.0,66.8,Light Rain
2022-06-01,New York,USA,15.2,10.8,0.3,31.3,Cloudy
2022-06-01,London,UK,18.3,9.5,2.0,20,Light Rain
2022-06-01,Tokyo,Japan,19.3,12.1,2.4,67.9,Light Rain
2022-06-01,Sydney,Australia,13.4,5.5,0.0,55.1,Sunny
2022-06-01,Cairo,Egypt,25.7,23.0,0.0,22.6,Light Rain
2022-06-02,New York,USA,15.3,10.2,1.3,71.1,Cloudy
2022-06-02,London,UK,20.0,10.7,0.0,39.0,Cloudy
2022-06-02,Tokyo,Japan,22.9,9.4,0.1,94.1,Cloudy
2022-06-02,Sydney,Australia,14.1,3.5,1.8,80.0,Partly Cloudy
2022-06-02,Cairo,Egypt,30.5,19.3,1.3,35.7,Partly Cloudy
2022-06-03,New York,USA,18.6,6.6,0.7,20,Cloudy
2022-06-03,London,UK,20.1,9.3,14.8,49.9,Heavy Rain
2022-06-03,Tokyo,Japan,23.3,15.2,0.0,41.0,Cloudy
2022-06-03,Sydney,Australia,14.3,-2.7,0.0,84.6,Cloudy
2022-06-03,Cairo,Egypt,25.9,22.0,0.1,32.7,Partly Cloudy
2022-06-04,New York,USA,18.4,9.0,0.2,44.2,Partly Cloudy
2022-06-04,London,UK,16.7,11.6,0.5,52.3,Sunny
2022-06-04,Tokyo,Japan,16.6,12.3,0.0,99,Partly Cloudy
2022-06-04,Sydney,Australia,17.9,4.2,0.0,92.0,Cloudy
2022-06-04,Cairo,Egypt,31.6,22.7,0.0,49.5,Sunny
2022-06-05,New York,USA,13.1,5.1,0.1,31.2,Partly Cloudy
2022-06-05,London,UK,20.6,8.9,0.8,20,Light Rain
2022-06-05,Tokyo,Japan,23.1,10.6,0.1,63.8,Sunny
2022-06-05,Sydney,Australia,12.3,7.4,0.2,29.5,Cloudy
2022-06-05,Cairo,Egypt,30.8,22.0,0.0,58.0,Sunny
2022-06-06,New York,USA,18.5,6.8,1.4,58.9,Sunny
2022-06-06,London,UK,18.1,8.1,0.5,48.2,Light Rain
2022-06-06,Tokyo,Japan,21.4,14.5,2.4,48.1,Cloudy
2022-06-06,Sydney,Australia,9.7,7.699999999999999,0.1,73.8,Clear
2022-06-06,Cairo,Egypt,30.0,21.8,0.1,38.2,Sunny
2022-06-07,New York,USA,12.8,6.2,2.4,61.1,Sunny
2022-06-07,London,UK,19.8,9.9,7.2,46.1,Heavy Rain
2022-06-07,Tokyo,Japan,24.9,14.4,0.0,75.7,Light Rain
2022-06-07,Sydney,Australia,13.8,-0.6,0.1,36.1,Cloudy
2022-06-07,Cairo,Egypt,25.6,19.6,0.0,84.4,Sunny
2022-06-08,New York,USA,19.8,9.7,0.1,63.6,Light Rain
2022-06-08,London,UK,15.8,6.1,0.1,20,Light Rain
2022-06-08,Tokyo,Japan,22.9,10.1,0.5,48.4,Cloudy
2022-06-08,Sydney,Australia,6.4,4.4,0.0,76.8,Sunny
2022-06-08,Cairo,Egypt,27.8,20.3,0.0,31.2,Clear
2022-06-09,New York,USA,18.1,9.2,0.8,59.9,Light Rain
2022-06-09,London,UK,18.2,7.3,0.5,24.5,Sunny
2022-06-09,Tokyo,Japan,23.4,13.7,0.0,36.1,Cloudy
2022-06-09,Sydney,Australia,7.8,2.3,0.3,43.8,Snow
2022-06-09,Cairo,Egypt,30.4,23.1,0.0,47.4,Hazy
2022-06-10,New York,USA,16.8,11.9,1.5,21.9,Partly Cloudy
2022-06-10,London,UK,13.8,6.7,0.0,51.9,Cloudy
2022-06-10,Tokyo,Japan,21.2,13.1,0.8,70.4,Sunny
2022-06-10,Sydney,Australia,9.5,6.2,0.1,67.9,Clear
2022-06-10,Cairo,Egypt,32.7,22.8,0.0,35.2,Sunny
2022-06-11,New York,USA,11.9,8.8,0.2,80.0,Partly Cloudy
2022-06-11,London,UK,17.0,11.6,0.6,83.1,Sunny
2022-06-11,Tokyo,Japan,17.6,13.3,4.9,45.4,Sunny
2022-06-11,Sydney,Australia,13.1,5.3,0.0,45.3,Partly Cloudy
2022-06-11,Cairo,Egypt,29.3,22.2,0.0,47.9,Sunny
2022-06-12,New York,USA,21.3,12.5,0.1,33.3,Cloudy
2022-06-12,London,UK,22.9,9.2,0.0,69.8,Sunny
2022-06-12,Tokyo,Japan,24.9,10.4,0.0,59.3,Light Rain
2022-06-12,Sydney,Australia,11.8,5.0,2.5,60.4,Light Rain
2022-06-12,Cairo,Egypt,33.1,18.0,0.1,62.5,Hazy
2022-06-13,New York,USA,17.2,11.5,0.0,40.8,Clear
2022-06-13,London,UK,15.9,9.4,0.0,72.0,Partly Cloudy
2022-06-13,Tokyo,Japan,19.8,13.3,0.0,78.6,Sunny
2022-06-13,Sydney,Australia,5.9,3.7,0.2,84.0,Overcast
2022-06-13,Cairo,Egypt,34.9,21.9,4.8,74.6,Sunny
2022-06-14,New York,USA,18.0,3.8,0.3,95.0,Sunny
2022-06-14,London,UK,19.2,7.7,0.1,39.2,Partly Cloudy
2022-06-14,Tokyo,Japan,23.5,11.7,0.4,32.1,Sunny
2022-06-14,Sydney,Australia,8.9,0.8,0.3,51.6,Sunny
2022-06-14,Cairo,Egypt,34.0,21.6,0.0,70.0,Hazy
2022-06-15,New York,USA,18.2,7.4,1.2,90.6,Sunny
2022-06-15,London,UK,18.2,9.6,0.3,63.8,Clear
2022-06-15,Tokyo,Japan,19.2,14.3,3.1,63.9,Sunny
2022-06-15,Sydney,Australia,8.9,3.3,0.5,66.0,Clear
2022-06-15,Cairo,Egypt,34.9,22.2,0.2,44.5,Sunny
2022-06-16,New York,USA,17.2,9.4,1.0,70.9,Cloudy
2022-06-16,London,UK,16.0,10.1,0.3,42.2,Light Rain
2022-06-16,Tokyo,Japan,21.9,12.4,0.4,49.7,Cloudy
2022-06-16,Sydney,Australia,13.5,4.3,0.1,29.1,Cloudy
2022-06-16,Cairo,Egypt,31.4,24.2,0.0,48.2,Hazy
2022-06-17,New York,USA,20.5,7.6,0.1,47.8,Cloudy
2022-06-17,London,UK,12.4,7.8,1.3,43.2,Partly Cloudy
2022-06-17,Tokyo,Japan,23.5,12.1,0.0,78.2,Partly Cloudy
2022-06-17,Sydney,Australia,13.4,5.2,1.0,55.1,Partly Cloudy
2022-06-17,Cairo,Egypt,32.2,22.3,3.2,27.3,Hazy
2022-06-18,New York,USA,16.9,6.4,2.2,38.0,Sunny
2022-06-18,London,UK,18.4,10.5,2.3,67.8,Partly Cloudy
2022-06-18,Tokyo,Japan,22.5,15.5,0.9,20,Light Rain
2022-06-18,Sydney,Australia,12.9,4.2,7.2,60.2,Heavy Rain
2022-06-18,Cairo,Egypt,27.6,21.7,0.0,68.9,Light Rain
2022-06-19,New York,USA,16.4,9.3,0.0,77.4,Partly Cloudy
2022-06-19,London,UK,17.2,7.1,0.5,57.1,Cloudy
2022-06-19,Tokyo,Japan,18.4,16.2,0.1,77.5,Light Rain
2022-06-19,Sydney,Australia,11.5,0.6,1.3,78.5,Cloudy
2022-06-19,Cairo,Egypt,27.2,23.7,0.1,36.5,Light Rain
2022-06-20,New York,USA,22.6,8.0,0.1,67.4,Cloudy
2022-06-20,London,UK,21.0,9.8,0.0,63.1,Clear
2022-06-20,Tokyo,Japan,20.4,15.9,0.0,59.3,Sunny
2022-06-20,Sydney,Australia,9.0,2.9,0.0,38.1,Light Rain
2022-06-20,Cairo,Egypt,28.4,20.5,0.1,60.8,Sunny
2022-06-21,New York,USA,15.3,7.1,0.4,30.1,Clear
2022-06-21,London,UK,14.1,9.1,0.2,83.4,Cloudy
2022-06-21,Tokyo,Japan,22.5,15.3,0.1,54.8,Clear
2022-06-21,Sydney,Australia,16.8,3.2,0.0,44.6,Sunny
2022-06-21,Cairo,Egypt,29.3,22.2,3.1,65.3,Hazy
2022-06-22,New York,USA,20.6,9.8,2.0,64.5,Partly Cloudy
2022-06-22,London,UK,15.9,7.1,0.0,27.0,Light Rain
2022-06-22,Tokyo,Japan,20.3,11.0,1.0,73.6,Partly Cloudy
2022-06-22,Sydney,Australia,16.4,0.5,0.2,75.0,Partly Cloudy
2022-06-22,Cairo,Egypt,29.9,21.5,0.0,55.8,Hazy
2022-06-23,New York,USA,16.9,10.1,0.6,34.5,Light Rain
2022-06-23,London,UK,16.3,9.8,0.4,20,Sunny
2022-06-23,Tokyo,Japan,21.3,14.8,1.1,53.3,Sunny
2022-06-23,Sydney,Australia,13.1,2.3,0.1,48.8,Cloudy
2022-06-23,Cairo,Egypt,27.4,22.6,0.0,35.3,Cloudy
2022-06-24,New York,USA,18.2,7.8,3.5,58.5,Sunny
2022-06-24,London,UK,17.8,9.6,0.4,59.1,Sunny
2022-06-24,Tokyo,Japan,19.7,13.0,1.6,82.7,Cloudy
2022-06-24,Sydney,Australia,13.4,5.0,1.1,60.4,Light Rain
2022-06-24,Cairo,Egypt,32.8,22.1,0.0,59.6,Hazy
2022-06-25,New York,USA,18.4,12.5,0.2,69.6,Light Rain
2022-06-25,London,UK,19.7,8.1,0.0,47.0,Partly Cloudy
2022-06-25,Tokyo,Japan,22.7,13.4,0.2,46.6,Clear
2022-06-25,Sydney,Australia,9.4,5.4,0.0,49.3,Cloudy
2022-06-25,Cairo,Egypt,28.8,22.6,0.0,70.9,Sunny
2022-06-26,New York,USA,20.4,10.9,0.1,61.4,Cloudy
2022-06-26,London,UK,20.6,10.0,0.2,62.1,Sunny
2022-06-26,Tokyo,Japan,23.0,11.0,0.3,84.9,Sunny
2022-06-26,Sydney,Australia,9.0,6.3,0.2,90.5,Sunny
2022-06-26,Cairo,Egypt,27.8,23.1,0.0,74.2,Light Rain
2022-06-27,New York,USA,15.9,12.2,0.4,50.6,Light Rain
2022-06-27,London,UK,14.3,8.1,1.2,69.3,Partly Cloudy
2022-06-27,Tokyo,Japan,20.8,12.8,15.8,52.7,Heavy Rain
2022-06-27,Sydney,Australia,12.1,5.7,0.4,51.5,Light Rain
2022-06-27,Cairo,Egypt,32.9,24.5,0.0,77.1,Hazy
2022-06-28,New York,USA,13.8,11.7,12.6,70.1,Heavy Rain
2022-06-28,London,UK,11.7,9.7,0.2,77.3,Cloudy
2022-06-28,Tokyo,Japan,24.7,13.3,0.0,27.8,Cloudy
2022-06-28,Sydney,Australia,12.9,7.6,0.2,85.8,Light Rain
2022-06-28,Cairo,Egypt,31.0,24.9,0.1,52.4,Sunny
2022-06-29,New York,USA,21.6,10.2,0.1,29.9,Clear
2022-06-29,London,UK,18.2,8.2,0.1,87.0,Clear
2022-06-29,Tokyo,Japan,22.9,11.6,3.3,64.2,Clear
2022-06-29,Sydney,Australia,17.4,3.9,0.7,77.2,Light Rain
2022-06-29,Cairo,Egypt,28.1,24.8,0.1,85.2,Sunny
2022-06-30,New York,USA,15.7,11.5,0.6,72.1,Light Rain
2022-06-30,London,UK,18.5,11.5,0.1,42.3,Partly Cloudy
2022-06-30,Tokyo,Japan,20.8,14.1,0.1,66.7,Sunny
2022-06-30,Sydney,Australia,14.9,4.2,0.0,51.7,Partly Cloudy
2022-06-30,Cairo,Egypt,30.7,20.1,0.0,60.4,Sunny
2022-07-01,New York,USA,17.0,10.4,5.3,62.2,Heavy Rain
2022-07-01,London,UK,16.8,7.9,0.0,74.0,Partly Cloudy
2022-07-01,Tokyo,Japan,21.3,12.8,2.2,53.7,Sunny
2022-07-01,Sydney,Australia,7.9,5.9,0.7,92.2,Partly Cloudy
2022-07-01,Cairo,Egypt,30.3,21.3,0.0,58.0,Sunny
2022-07-02,New York,USA,16.4,6.2,0.1,62.3,Partly Cloudy
2022-07-02,London,UK,14.0,12.0,0.1,71.6,Clear
2022-07-02,Tokyo,Japan,21.3,13.6,0.1,65.9,Cloudy
2022-07-02,Sydney,Australia,9.0,6.2,0.1,54.4,Light Rain
2022-07-02,Cairo,Egypt,30.9,20.3,0.6,74.6,Sunny
2022-07-03,New York,USA,21.0,8.3,0.2,72.2,Partly Cloudy
2022-07-03,London,UK,16.5,10.0,0.4,69.4,Cloudy
2022-07-03,Tokyo,Japan,20.8,11.5,0.7,75.0,Clear
2022-07-03,Sydney,Australia,14.2,4.4,0.1,39.6,Cloudy
2022-07-03,Cairo,Egypt,29.5,20.4,0.0,36.8,Sunny
2022-07-04,New York,USA,21.2,7.6,0.2,51.8,Partly Cloudy
2022-07-04,London,UK,15.7,9.8,0.5,31.2,Light Rain
2022-07-04,Tokyo,Japan,19.3,15.5,2.8,79.9,Light Rain
2022-07-04,Sydney,Australia,12.3,-1.4,0.2,74.8,Light Rain
2022-07-04,Cairo,Egypt,32.6,22.3,0.2,37.0,Hazy
2022-07-05,New York,USA,16.3,8.2,0.1,84.5,Cloudy
2022-07-05,London,UK,16.0,12.8,0.0,56.3,Clear
2022-07-05,Tokyo,Japan,19.1,12.4,1.5,78.7,Light Rain
2022-07-05,Sydney,Australia,10.0,6.2,0.1,30.2,Light Rain
2022-07-05,Cairo,Egypt,29.1,18.9,0.1,48.5,Sunny
2022-07-06,New York,USA,16.2,6.5,0.6,72.6,Light Rain
2022-07-06,London,UK,21.3,7.1,0.0,47.6,Partly Cloudy
2022-07-06,Tokyo,Japan,20.6,14.0,0.0,81.9,Partly Cloudy
2022-07-06,Sydney,Australia,11.0,2.2,1.1,38.7,Cloudy
2022-07-06,Cairo,Egypt,30.4,21.4,0.0,30.5,Sunny
2022-07-07,New York,USA,19.8,8.0,0.2,38.8,Sunny
2022-07-07,London,UK,15.1,5.5,0.0,62.2,Light Rain
2022-07-07,Tokyo,Japan,17.7,12.3,0.4,70.9,Light Rain
2022-07-07,Sydney,Australia,12.3,8.2,51.8,68.4,Heavy Rain
2022-07-07,Cairo,Egypt,28.8,22.5,0.0,98.8,Sunny
2022-07-08,New York,USA,16.0,10.5,3.2,56.1,Cloudy
2022-07-08,London,UK,14.1,12.1,0.3,41.7,Partly Cloudy
2022-07-08,Tokyo,Japan,18.9,14.6,2.0,56.3,Sunny
2022-07-08,Sydney,Australia,9.9,2.6,0.0,56.5,Cloudy
2022-07-08,Cairo,Egypt,27.4,19.1,0.4,67.5,Light Rain
2022-07-09,New York,USA,14.1,8.2,1.4,20.6,Sunny
2022-07-09,London,UK,11.9,9.9,0.3,32.1,Partly Cloudy
2022-07-09,Tokyo,Japan,24.1,14.5,0.1,68.8,Partly Cloudy
2022-07-09,Sydney,Australia,15.7,3.2,0.3,20,Light Rain
2022-07-09,Cairo,Egypt,27.9,22.8,0.0,60.6,Clear
2022-07-10,New York,USA,19.0,9.8,0.3,20.4,Cloudy
2022-07-10,London,UK,16.7,9.2,4.1,30.8,Cloudy
2022-07-10,Tokyo,Japan,20.5,14.4,0.3,31.1,Clear
2022-07-10,Sydney,Australia,17.4,7.9,15.7,69.6,Heavy Rain
2022-07-10,Cairo,Egypt,32.4,20.4,0.0,76.0,Sunny
2022-07-11,New York,USA,17.1,7.9,0.2,31.5,Clear
2022-07-11,London,UK,18.7,6.3,0.4,51.6,Clear
2022-07-11,Tokyo,Japan,23.2,13.9,0.6,65.2,Light Rain
2022-07-11,Sydney,Australia,7.3,1.0,0.1,82.7,Drizzle
2022-07-11,Cairo,Egypt,25.5,23.5,0.0,75.5,Light Rain
2022-07-12,New York,USA,15.4,9.7,0.9,58.8,Clear
2022-07-12,London,UK,13.5,9.7,0.1,82.9,Clear
2022-07-12,Tokyo,Japan,20.3,10.9,0.2,39.7,Sunny
2022-07-12,Sydney,Australia,12.4,5.0,0.9,82.6,Light Rain
2022-07-12,Cairo,Egypt,29.2,24.4,0.2,74.2,Partly Cloudy
2022-07-13,New York,USA,18.1,10.9,0.2,99,Sunny
2022-07-13,London,UK,19.0,10.9,2.1,86.8,Light Rain
2022-07-13,Tokyo,Japan,19.3,14.0,0.2,39.0,Clear
2022-07-13,Sydney,Australia,8.1,2.7,0.0,50.4,Sunny
2022-07-13,Cairo,Egypt,29.9,22.4,0.0,20,Sunny
2022-07-14,New York,USA,16.1,11.9,0.0,64.0,Partly Cloudy
2022-07-14,London,UK,15.5,9.4,0.2,61.6,Light Rain
2022-07-14,Tokyo,Japan,22.2,10.8,0.1,62.6,Clear
2022-07-14,Sydney,Australia,12.9,5.6,0.0,84.7,Partly Cloudy
2022-07-14,Cairo,Egypt,30.6,23.2,0.0,63.6,Hazy
2022-07-15,New York,USA,18.2,6.8,0.1,73.9,Cloudy
2022-07-15,London,UK,18.4,10.0,0.2,48.4,Clear
2022-07-15,Tokyo,Japan,16.8,14.4,0.0,51.8,Light Rain
2022-07-15,Sydney,Australia,12.8,5.0,0.2,46.6,Clear
2022-07-15,Cairo,Egypt,27.1,22.0,0.0,54.4,Clear
2022-07-16,New York,USA,16.9,7.5,0.5,81.7,Partly Cloudy
2022-07-16,London,UK,13.9,7.7,0.4,88.2,Partly Cloudy
2022-07-16,Tokyo,Japan,20.7,12.6,6.6,20,Heavy Rain
2022-07-16,Sydney,Australia,15.0,7.6,0.3,69.6,Light Rain
2022-07-16,Cairo,Egypt,31.3,20.7,0.0,61.6,Sunny
2022-07-17,New York,USA,15.2,5.1,0.2,46.6,Partly Cloudy
2022-07-17,London,UK,14.6,8.3,0.1,58.9,Partly Cloudy
2022-07-17,Tokyo,Japan,22.4,11.9,0.1,51.9,Partly Cloudy
2022-07-17,Sydney,Australia,17.3,2.0,3.6,60.1,Sunny
2022-07-17,Cairo,Egypt,33.4,20.3,0.1,69.2,Partly Cloudy
2022-07-18,New York,USA,16.2,10.2,0.2,66.2,Clear
2022-07-18,London,UK,16.9,7.9,0.1,68.8,Cloudy
2022-07-18,Tokyo,Japan,18.9,13.1,0.0,42.8,Clear
2022-07-18,Sydney,Australia,11.7,5.1,0.1,65.2,Sunny
2022-07-18,Cairo,Egypt,22.6,18.7,0.0,41.0,Light Rain
2022-07-19,New York,USA,11.3,8.2,0.3,88.6,Cloudy
2022-07-19,London,UK,19.1,9.8,0.6,63.1,Cloudy
2022-07-19,Tokyo,Japan,19.4,13.9,0.1,29.2,Cloudy
2022-07-19,Sydney,Australia,14.9,5.6,0.4,36.9,Clear
2022-07-19,Cairo,Egypt,29.7,22.1,0.0,55.1,Partly Cloudy
2022-07-20,New York,USA,16.5,6.1,0.1,26.3,Cloudy
2022-07-20,London,UK,18.1,8.5,0.5,61.8,Sunny
2022-07-20,Tokyo,Japan,19.6,13.9,2.6,80.9,Clear
2022-07-20,Sydney,Australia,13.5,6.5,0.1,43.1,Sunny
2022-07-20,Cairo,Egypt,26.3,24.2,0.0,81.2,Cloudy
2022-07-21,New York,USA,15.3,8.4,0.1,69.7,Sunny
2022-07-21,London,UK,17.4,5.6,2.8,33.8,Cloudy
2022-07-21,Tokyo,Japan,18.2,9.7,0.0,58.4,Light Rain
2022-07-21,Sydney,Australia,11.6,2.8,1.3,99,Clear
2022-07-21,Cairo,Egypt,28.7,20.1,0.0,26.4,Sunny
2022-07-22,New York,USA,8.6,6.6,1.6,99,Cloudy
2022-07-22,London,UK,16.2,8.3,1.2,76.8,Clear
2022-07-22,Tokyo,Japan,20.4,8.2,0.0,80.2,Partly Cloudy
2022-07-22,Sydney,Australia,9.3,6.0,6.1,55.1,Heavy Rain
2022-07-22,Cairo,Egypt,29.9,20.3,0.1,65.0,Partly Cloudy
2022-07-23,New York,USA,13.9,8.5,2.8,58.0,Partly Cloudy
2022-07-23,London,UK,17.8,5.5,0.9,69.8,Clear
2022-07-23,Tokyo,Japan,20.8,13.2,0.2,34.5,Clear
2022-07-23,Sydney,Australia,14.3,5.0,0.1,47.8,Cloudy
2022-07-23,Cairo,Egypt,31.7,18.8,0.0,52.0,Sunny
2022-07-24,New York,USA,11.8,6.2,0.1,77.3,Sunny
2022-07-24,London,UK,12.3,6.7,0.8,37.6,Sunny
2022-07-24,Tokyo,Japan,18.2,12.8,0.0,20,Light Rain
2022-07-24,Sydney,Australia,9.1,7.1,0.1,74.1,Light Rain
2022-07-24,Cairo,Egypt,23.8,18.5,0.0,38.5,Partly Cloudy
2022-07-25,New York,USA,17.9,9.0,2.6,83.5,Cloudy
2022-07-25,London,UK,16.7,7.0,0.2,37.8,Partly Cloudy
2022-07-25,Tokyo,Japan,20.2,10.2,0.5,91.3,Sunny
2022-07-25,Sydney,Australia,13.6,5.2,0.6,89.5,Partly Cloudy
2022-07-25,Cairo,Egypt,25.8,19.9,0.4,60.0,Partly Cloudy
2022-07-26,New York,USA,14.0,5.1,1.9,58.2,Cloudy
2022-07-26,London,UK,17.1,4.6,0.0,92.6,Sunny
2022-07-26,Tokyo,Japan,21.0,9.2,0.1,36.6,Light Rain
2022-07-26,Sydney,Australia,16.7,5.1,0.1,54.3,Cloudy
2022-07-26,Cairo,Egypt,26.5,20.2,0.0,77.2,Light Rain
2022-07-27,New York,USA,14.2,6.9,2.4,51.3,Cloudy
2022-07-27,London,UK,16.2,8.4,1.6,50.2,Light Rain
2022-07-27,Tokyo,Japan,16.5,10.4,0.0,56.1,Clear
2022-07-27,Sydney,Australia,14.6,4.5,0.1,75.4,Light Rain
2022-07-27,Cairo,Egypt,25.4,15.9,0.0,34.7,Cloudy
2022-07-28,New York,USA,12.2,3.9,0.5,52.1,Cloudy
2022-07-28,London,UK,13.6,3.1,0.0,51.1,Clear
2022-07-28,Tokyo,Japan,18.9,10.8,0.2,23.1,Light Rain
2022-07-28,Sydney,Australia,16.5,8.2,0.0,48.3,Light Rain
2022-07-28,Cairo,Egypt,29.7,16.2,0.0,20,Hazy
2022-07-29,New York,USA,15.8,7.0,1.5,45.1,Cloudy
2022-07-29,London,UK,14.4,6.2,0.1,70.6,Cloudy
2022-07-29,Tokyo,Japan,20.7,5.4,6.8,47.5,Heavy Rain
2022-07-29,Sydney,Australia,15.7,4.7,0.1,67.7,Light Rain
2022-07-29,Cairo,Egypt,28.0,20.3,0.0,63.4,Cloudy
2022-07-30,New York,USA,14.4,8.2,0.1,66.6,Partly Cloudy
2022-07-30,London,UK,16.3,5.7,0.3,70.8,Sunny
2022-07-30,Tokyo,Japan,15.6,12.8,0.4,33.9,Clear
2022-07-30,Sydney,Australia,14.7,2.3,0.0,43.0,Sunny
2022-07-30,Cairo,Egypt,26.9,19.0,0.1,65.0,Sunny
2022-07-31,New York,USA,14.4,7.8,0.0,35.0,Sunny
2022-07-31,London,UK,12.6,3.4,0.2,90.0,Partly Cloudy
2022-07-31,Tokyo,Japan,19.2,9.3,1.5,58.3,Cloudy
2022-07-31,Sydney,Australia,13.7,4.6,0.3,47.2,Cloudy
2022-07-31,Cairo,Egypt,25.4,18.3,0.2,43.1,Sunny
2022-08-01,New York,USA,12.5,6.7,0.7,71.8,Sunny
2022-08-01,London,UK,14.2,4.1,0.0,20,Cloudy
2022-08-01,Tokyo,Japan,19.4,9.5,2.3,35.4,Light Rain
2022-08-01,Sydney,Australia,14.7,7.3,0.3,81.0,Clear
2022-08-01,Cairo,Egypt,28.9,17.6,0.0,34.9,Hazy
2022-08-02,New York,USA,15.3,4.1,0.6,79.9,Light Rain
2022-08-02,London,UK,16.4,2.5,1.5,20,Partly Cloudy
2022-08-02,Tokyo,Japan,17.4,9.2,0.4,99,Sunny
2022-08-02,Sydney,Australia,13.3,7.3,0.1,49.4,Sunny
2022-08-02,Cairo,Egypt,24.0,22.0,0.2,56.0,Cloudy
2022-08-03,New York,USA,10.4,2.5,0.1,96.6,Partly Cloudy
2022-08-03,London,UK,16.9,8.6,0.2,81.7,Partly Cloudy
2022-08-03,Tokyo,Japan,19.7,11.7,0.4,65.0,Clear
2022-08-03,Sydney,Australia,15.3,7.8,0.6,31.5,Sunny
2022-08-03,Cairo,Egypt,23.0,18.2,0.1,35.2,Cloudy
2022-08-04,New York,USA,11.6,4.2,0.3,41.2,Sunny
2022-08-04,London,UK,12.9,5.7,0.4,65.3,Sunny
2022-08-04,Tokyo,Japan,16.8,6.7,0.4,97.4,Clear
2022-08-04,Sydney,Australia,14.1,8.0,0.2,48.5,Sunny
2022-08-04,Cairo,Egypt,27.7,18.3,0.0,34.2,Cloudy
2022-08-05,New York,USA,16.1,5.5,0.1,99,Clear
2022-08-05,London,UK,11.3,9.3,0.1,74.7,Clear
2022-08-05,Tokyo,Japan,19.7,7.4,0.1,53.8,Sunny
2022-08-05,Sydney,Australia,14.1,5.9,0.0,69.1,Cloudy
2022-08-05,Cairo,Egypt,26.1,18.4,0.7,37.7,Cloudy
2022-08-06,New York,USA,9.5,4.4,0.3,34.7,Cloudy
2022-08-06,London,UK,13.6,7.8,0.3,79.6,Clear
2022-08-06,Tokyo,Japan,17.0,9.5,16.3,50.4,Heavy Rain
2022-08-06,Sydney,Australia,14.7,6.3,1.7,71.1,Partly Cloudy
2022-08-06,Cairo,Egypt,26.9,15.7,0.1,31.3,Partly Cloudy
2022-08-07,New York,USA,10.2,6.4,1.1,76.3,Cloudy
2022-08-07,London,UK,13.1,9.6,2.5,99,Cloudy
2022-08-07,Tokyo,Japan,18.4,12.6,0.0,54.2,Light Rain
2022-08-07,Sydney,Australia,13.1,10.7,0.0,40.3,Sunny
2022-08-07,Cairo,Egypt,21.6,16.1,0.0,98.5,Cloudy
2022-08-08,New York,USA,12.2,4.4,0.1,45.8,Sunny
2022-08-08,London,UK,15.7,5.9,2.4,87.7,Sunny
2022-08-08,Tokyo,Japan,17.0,10.0,0.7,73.2,Light Rain
2022-08-08,Sydney,Australia,13.6,7.6,0.0,73.6,Clear
2022-08-08,Cairo,Egypt,23.7,18.9,0.0,47.0,Light Rain
2022-08-09,New York,USA,12.8,7.5,0.1,67.2,Sunny
2022-08-09,London,UK,17.1,6.9,0.5,61.3,Cloudy
2022-08-09,Tokyo,Japan,15.2,2.9,3.7,74.1,Light Rain
2022-08-09,Sydney,Australia,13.6,4.8,4.0,69.1,Light Rain
2022-08-09,Cairo,Egypt,22.8,19.7,2.4,70.8,Sunny
2022-08-10,New York,USA,10.0,5.0,0.4,76.1,Clear
2022-08-10,London,UK,13.3,9.2,0.0,60.9,Partly Cloudy
2022-08-10,Tokyo,Japan,15.1,9.0,0.1,68.9,Cloudy
2022-08-10,Sydney,Australia,15.8,5.1,0.7,33.0,Cloudy
2022-08-10,Cairo,Egypt,22.1,17.0,0.1,30.4,Clear
2022-08-11,New York,USA,13.4,2.6,0.1,59.8,Cloudy
2022-08-11,London,UK,12.1,6.2,0.5,45.4,Sunny
2022-08-11,Tokyo,Japan,16.0,9.2,0.1,83.9,Cloudy
